Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I,Time_ISO
2025-06-13 11:00:00,184.4,153.36,106.76,70.99,62.83,119.71,65.79,142.18,2025-06-13 11:00:00
2025-06-13 12:00:00,186.03,156.28,,74.37,65.83,121.07,,146.64,2025-06-13 12:00:00
2025-06-13 13:00:00,208.26,163.29,97.64,79.09,65.86,144.04,70.59,157.52,2025-06-13 13:00:00
2025-06-13 14:00:00,219.75,171.82,95.92,81.84,66.52,156.71,75.75,167.72,2025-06-13 14:00:00
2025-06-13 15:00:00,221.93,178.69,98.38,85.46,73.2,166.81,78.96,179.48,2025-06-13 15:00:00
2025-06-13 16:00:00,181.65,147.3,114.44,62.93,70.02,138.8,84.74,132.44,2025-06-13 16:00:00
2025-06-13 17:00:00,,,111.43,,,120.37,83.32,,2025-06-13 17:00:00
2025-06-13 18:00:00,159.78,131.97,,48.58,67.56,,79.0,106.51,2025-06-13 18:00:00
2025-06-13 19:00:00,175.47,150.2,113.43,69.55,,128.91,78.68,131.61,2025-06-13 19:00:00
2025-06-13 20:00:00,178.09,150.69,113.68,71.49,70.21,128.28,81.99,127.45,2025-06-13 20:00:00
2025-06-13 21:00:00,184.5,,99.85,,66.7,125.63,78.17,124.94,2025-06-13 21:00:00
2025-06-13 22:00:00,186.29,149.51,95.06,70.81,,132.84,75.54,134.29,2025-06-13 22:00:00
2025-06-13 23:00:00,201.45,162.84,87.41,87.1,61.79,139.75,76.09,148.2,2025-06-13 23:00:00
2025-06-14 00:00:00,195.9,165.71,,87.48,37.46,148.56,72.37,151.24,2025-06-14 00:00:00
2025-06-14 01:00:00,,162.9,78.27,87.32,39.19,142.96,,,2025-06-14 01:00:00
2025-06-14 02:00:00,192.05,156.32,71.85,,,141.63,68.59,146.77,2025-06-14 02:00:00
2025-06-14 03:00:00,188.31,,69.17,84.61,39.98,,,141.76,2025-06-14 03:00:00
2025-06-14 04:00:00,172.68,152.53,,79.81,38.7,135.68,67.61,133.39,2025-06-14 04:00:00
2025-06-14 05:00:00,,134.49,66.14,,,112.28,67.63,124.03,2025-06-14 05:00:00
2025-06-14 06:00:00,162.33,,64.13,71.14,35.82,,69.36,,2025-06-14 06:00:00
2025-06-14 07:00:00,163.03,143.05,66.48,70.26,38.56,113.19,70.95,125.66,2025-06-14 07:00:00
2025-06-14 08:00:00,172.21,147.54,91.88,69.33,59.69,118.94,77.76,129.82,2025-06-14 08:00:00
2025-06-14 09:00:00,175.25,157.36,102.25,69.38,67.4,129.0,78.81,132.84,2025-06-14 09:00:00
2025-06-14 10:00:00,179.11,,107.99,,66.07,130.77,,132.27,2025-06-14 10:00:00
2025-06-14 11:00:00,176.87,154.59,108.51,67.41,64.92,133.47,83.15,133.35,2025-06-14 11:00:00
2025-06-14 12:00:00,179.8,161.84,110.51,74.46,68.53,141.7,84.0,151.79,2025-06-14 12:00:00
2025-06-14 13:00:00,190.5,166.38,105.87,84.96,68.48,147.78,,158.96,2025-06-14 13:00:00
2025-06-14 14:00:00,212.66,178.38,99.72,91.06,66.17,163.25,79.65,166.38,2025-06-14 14:00:00
2025-06-14 15:00:00,215.81,180.21,98.4,,70.08,164.82,81.55,176.81,2025-06-14 15:00:00
2025-06-14 16:00:00,201.78,151.57,101.99,89.92,71.93,144.63,81.36,133.28,2025-06-14 16:00:00
2025-06-14 17:00:00,159.76,,96.01,57.04,71.94,121.62,80.22,102.76,2025-06-14 17:00:00
2025-06-14 18:00:00,,131.39,,,,,75.49,,2025-06-14 18:00:00
2025-06-14 19:00:00,172.24,146.59,105.56,72.47,66.51,136.12,73.04,133.01,2025-06-14 19:00:00
2025-06-14 20:00:00,175.88,148.92,104.05,71.66,66.36,139.94,74.33,,2025-06-14 20:00:00
2025-06-14 21:00:00,178.03,,96.87,71.84,62.71,,,132.88,2025-06-14 21:00:00
2025-06-14 22:00:00,187.2,151.05,86.99,76.95,63.69,136.13,73.8,136.4,2025-06-14 22:00:00
2025-06-14 23:00:00,188.87,155.92,,85.68,56.41,140.7,,140.76,2025-06-14 23:00:00
2025-06-15 00:00:00,185.68,158.49,73.92,87.72,,145.67,72.89,138.35,2025-06-15 00:00:00
2025-06-15 01:00:00,181.9,,,87.38,27.22,,,,2025-06-15 01:00:00
2025-06-15 02:00:00,,151.37,68.16,,29.53,141.77,64.02,134.17,2025-06-15 02:00:00
2025-06-15 03:00:00,175.86,148.88,65.54,84.09,28.99,141.69,64.27,132.72,2025-06-15 03:00:00
2025-06-15 04:00:00,159.75,144.72,65.31,75.6,30.02,126.51,,123.51,2025-06-15 04:00:00
2025-06-15 05:00:00,,,,69.8,26.85,,63.56,114.76,2025-06-15 05:00:00
2025-06-15 06:00:00,150.78,142.92,63.43,66.46,27.25,109.69,70.7,,2025-06-15 06:00:00
2025-06-15 07:00:00,149.67,147.49,69.57,,32.99,110.1,,109.28,2025-06-15 07:00:00
2025-06-15 08:00:00,150.36,157.51,93.24,65.95,73.46,112.24,80.26,109.24,2025-06-15 08:00:00
2025-06-15 09:00:00,154.36,163.13,107.79,62.58,73.92,121.13,85.1,111.7,2025-06-15 09:00:00
2025-06-15 10:00:00,165.91,165.15,109.65,,,122.28,86.77,,2025-06-15 10:00:00
2025-06-15 11:00:00,,170.16,109.81,66.33,68.76,130.23,,120.25,2025-06-15 11:00:00
2025-06-15 12:00:00,170.94,179.08,,76.82,73.01,132.38,80.35,136.75,2025-06-15 12:00:00
2025-06-15 13:00:00,190.85,175.71,104.7,85.36,72.45,139.56,,150.18,2025-06-15 13:00:00
2025-06-15 14:00:00,203.84,174.94,98.73,98.54,70.07,155.13,76.7,159.51,2025-06-15 14:00:00
2025-06-15 15:00:00,206.13,168.87,98.68,87.84,73.3,157.99,,164.01,2025-06-15 15:00:00
2025-06-15 16:00:00,167.95,,104.96,69.42,68.19,142.24,81.51,126.71,2025-06-15 16:00:00
2025-06-15 17:00:00,150.43,145.26,,,67.93,121.63,81.05,108.56,2025-06-15 17:00:00
2025-06-15 18:00:00,,132.08,97.64,55.51,,,76.13,,2025-06-15 18:00:00
2025-06-15 19:00:00,177.6,147.78,103.44,72.23,64.69,134.43,74.86,135.5,2025-06-15 19:00:00
2025-06-15 20:00:00,177.79,149.83,105.03,70.78,64.85,132.88,76.15,129.19,2025-06-15 20:00:00
2025-06-15 21:00:00,176.86,149.73,100.14,,64.6,139.03,75.0,127.62,2025-06-15 21:00:00
2025-06-15 22:00:00,184.36,147.81,88.95,75.22,59.37,,76.58,138.9,2025-06-15 22:00:00
2025-06-15 23:00:00,182.5,156.0,79.57,81.62,46.33,139.63,73.32,142.51,2025-06-15 23:00:00
2025-06-16 00:00:00,183.65,153.32,,85.15,,141.13,72.1,138.98,2025-06-16 00:00:00
2025-06-16 01:00:00,180.37,146.96,72.79,84.67,43.13,138.8,64.81,,2025-06-16 01:00:00
2025-06-16 02:00:00,,,,82.02,41.5,,,133.54,2025-06-16 02:00:00
2025-06-16 03:00:00,175.77,144.81,68.28,82.61,42.22,134.86,64.65,130.29,2025-06-16 03:00:00
2025-06-16 04:00:00,162.37,143.33,68.1,76.61,41.02,131.65,,129.72,2025-06-16 04:00:00
2025-06-16 05:00:00,149.07,,,70.05,,,62.55,,2025-06-16 05:00:00
2025-06-16 06:00:00,,144.61,60.88,,38.94,110.35,69.8,110.41,2025-06-16 06:00:00
2025-06-16 07:00:00,151.98,150.39,70.08,68.76,40.52,,72.72,111.23,2025-06-16 07:00:00
2025-06-16 08:00:00,156.54,155.47,90.15,67.11,53.29,109.05,78.34,113.44,2025-06-16 08:00:00
2025-06-16 09:00:00,154.71,160.23,103.42,,63.65,122.28,84.93,116.03,2025-06-16 09:00:00
2025-06-16 10:00:00,158.5,167.57,105.47,63.91,62.49,,86.41,113.3,2025-06-16 10:00:00
2025-06-16 11:00:00,167.42,168.86,105.49,69.33,59.12,131.37,83.03,123.84,2025-06-16 11:00:00
2025-06-16 12:00:00,178.72,178.82,106.01,76.47,62.2,,82.09,135.55,2025-06-16 12:00:00
2025-06-16 13:00:00,194.07,183.83,101.09,81.68,,153.36,,151.38,2025-06-16 13:00:00
2025-06-16 14:00:00,203.68,182.51,97.3,88.92,64.87,162.02,82.83,157.7,2025-06-16 14:00:00
2025-06-16 15:00:00,204.28,166.22,,90.52,63.56,144.95,,163.69,2025-06-16 15:00:00
2025-06-16 16:00:00,173.56,144.2,103.35,69.49,64.47,137.64,83.68,127.86,2025-06-16 16:00:00
2025-06-16 17:00:00,159.73,,103.29,,66.15,122.08,74.29,,2025-06-16 17:00:00
2025-06-16 18:00:00,,131.33,,57.98,,,,109.41,2025-06-16 18:00:00
2025-06-16 19:00:00,180.24,155.22,109.25,74.3,63.18,135.88,77.32,134.61,2025-06-16 19:00:00
2025-06-16 20:00:00,182.6,155.19,99.95,72.26,64.34,135.64,79.0,,2025-06-16 20:00:00
2025-06-16 21:00:00,185.47,154.21,,72.03,,133.34,,129.83,2025-06-16 21:00:00
2025-06-16 22:00:00,,154.46,100.43,77.33,57.51,141.74,73.87,140.45,2025-06-16 22:00:00
2025-06-16 23:00:00,192.72,160.0,83.4,85.81,40.64,147.95,77.27,146.61,2025-06-16 23:00:00
2025-06-17 00:00:00,192.53,160.19,,86.74,33.5,,71.62,148.64,2025-06-17 00:00:00
2025-06-17 01:00:00,191.64,158.56,77.46,86.0,,145.64,,143.52,2025-06-17 01:00:00
2025-06-17 02:00:00,,154.8,75.82,,34.29,143.59,66.2,,2025-06-17 02:00:00
2025-06-17 03:00:00,182.31,150.65,,82.4,36.29,136.13,64.81,134.16,2025-06-17 03:00:00
2025-06-17 04:00:00,,149.93,69.82,81.3,,126.77,,134.45,2025-06-17 04:00:00
2025-06-17 05:00:00,163.86,141.82,,,36.97,113.68,65.17,115.48,2025-06-17 05:00:00
2025-06-17 06:00:00,150.93,145.3,64.69,68.89,37.41,,68.76,,2025-06-17 06:00:00
2025-06-17 07:00:00,154.02,152.77,69.89,67.72,36.64,108.72,70.48,115.67,2025-06-17 07:00:00
2025-06-17 08:00:00,154.11,155.4,91.91,68.53,55.94,112.81,77.84,115.02,2025-06-17 08:00:00
2025-06-17 09:00:00,161.59,158.62,105.87,67.24,61.99,127.46,82.77,118.99,2025-06-17 09:00:00
2025-06-17 10:00:00,166.16,169.55,110.41,64.37,67.21,128.37,83.57,122.03,2025-06-17 10:00:00
2025-06-17 11:00:00,175.19,177.56,112.84,70.1,69.89,142.32,86.77,131.02,2025-06-17 11:00:00
2025-06-17 12:00:00,182.73,178.62,110.86,76.92,74.86,,87.73,148.56,2025-06-17 12:00:00
2025-06-17 13:00:00,191.59,179.05,,80.16,,145.64,,149.36,2025-06-17 13:00:00
2025-06-17 14:00:00,206.23,178.38,99.82,85.51,72.2,157.29,78.93,158.97,2025-06-17 14:00:00
2025-06-17 15:00:00,202.99,,,92.14,73.48,158.5,78.55,164.7,2025-06-17 15:00:00
2025-06-17 16:00:00,173.28,164.49,105.63,69.42,74.02,147.15,77.79,135.93,2025-06-17 16:00:00
2025-06-17 17:00:00,,,107.22,58.93,,138.67,80.69,,2025-06-17 17:00:00
2025-06-17 18:00:00,155.02,142.96,,,71.97,,,113.16,2025-06-17 18:00:00
2025-06-17 19:00:00,186.77,161.18,108.46,74.42,71.06,140.86,80.26,142.01,2025-06-17 19:00:00
2025-06-17 20:00:00,190.61,159.72,110.91,,73.68,,80.13,,2025-06-17 20:00:00
2025-06-17 21:00:00,191.05,,103.48,70.64,66.77,132.72,78.02,136.24,2025-06-17 21:00:00
2025-06-17 22:00:00,,152.83,96.79,80.29,64.68,136.53,81.2,146.07,2025-06-17 22:00:00
2025-06-17 23:00:00,194.44,156.32,85.74,83.65,46.39,143.25,,148.01,2025-06-17 23:00:00
2025-06-18 00:00:00,187.38,161.42,,82.85,33.19,146.94,74.68,143.02,2025-06-18 00:00:00
2025-06-18 01:00:00,,157.49,77.45,84.69,,,69.11,,2025-06-18 01:00:00
2025-06-18 02:00:00,180.84,153.11,,83.62,34.48,140.53,65.28,139.44,2025-06-18 02:00:00
2025-06-18 03:00:00,182.17,,74.02,84.01,34.53,140.57,65.0,139.52,2025-06-18 03:00:00
2025-06-18 04:00:00,,150.78,71.15,77.57,37.79,139.31,,128.19,2025-06-18 04:00:00
2025-06-18 05:00:00,167.12,,,,35.79,128.9,66.77,,2025-06-18 05:00:00
2025-06-18 06:00:00,153.13,148.61,64.16,70.74,34.22,115.87,72.32,116.84,2025-06-18 06:00:00
2025-06-18 07:00:00,,154.49,70.86,68.44,37.69,113.52,,114.73,2025-06-18 07:00:00
2025-06-18 08:00:00,159.26,157.34,95.98,63.64,73.01,113.87,83.5,,2025-06-18 08:00:00
