,PS:AL KHABOURAH 01,,,,,,,
Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I
,,,,,,,,
2025-05-03 12,157.54,136.10,,5.93,60.81,114.83,74.37,118.72
2025-05-03 13,168.16,140.37,99.54,6.27,,,,125.47
2025-05-03 14,188.71,153.92,91.47,6.45,66.62,130.01,69.63,141.49
2025-05-03 15,187.33,156.76,94.02,6.49,71.97,139.33,74.27,147.56
2025-05-03 16,160.00,131.43,,5.04,69.20,122.80,74.91,116.03
2025-05-03 17,137.99,106.32,97.14,4.50,66.04,105.18,66.83,88.99
2025-05-03 18,,,,4.50,,,,
2025-05-03 19,154.93,127.01,94.63,4.85,66.42,117.47,72.00,113.10
2025-05-03 20,,130.17,94.31,,67.72,120.65,72.88,
2025-05-03 21,156.07,,93.45,5.39,63.31,,,116.42
2025-05-03 22,159.78,129.38,90.38,6.69,56.74,125.01,74.52,125.01
2025-05-03 23,172.27,141.49,83.00,,52.31,,71.18,130.68
2025-05-04 00,173.84,,71.91,8.04,,129.53,64.75,128.15
2025-05-04 01,167.60,138.74,67.15,7.60,39.68,129.50,63.85,123.74
2025-05-04 02,160.80,125.31,61.76,7.53,39.39,123.17,57.66,118.13
2025-05-04 03,156.44,,61.67,,,,57.19,
2025-05-04 04,147.63,127.34,59.90,7.19,40.96,117.78,,116.02
2025-05-04 05,132.24,,54.46,6.31,41.56,95.97,53.31,95.22
2025-05-04 06,114.76,114.04,,5.29,40.34,86.15,60.72,82.01
2025-05-04 07,,122.83,54.58,,,,77.32,77.89
2025-05-04 08,119.68,128.37,72.18,4.98,54.44,85.64,81.38,
2025-05-04 09,127.81,133.28,87.78,5.36,56.93,101.14,91.25,80.89
2025-05-04 10,127.89,,93.97,,59.65,104.17,,
2025-05-04 11,,133.29,99.55,5.16,58.36,112.04,97.28,87.09
2025-05-04 12,142.74,142.23,97.03,6.62,59.97,116.37,,97.93
2025-05-04 13,167.97,153.24,96.90,6.64,66.29,,97.24,122.13
2025-05-04 14,192.62,162.15,91.66,7.25,61.94,138.36,,145.44
2025-05-04 15,190.32,155.53,,8.19,,142.51,95.95,155.95
2025-05-04 16,168.26,134.13,92.68,6.24,64.87,123.24,89.11,129.64
2025-05-04 17,149.29,114.67,,5.38,59.99,111.26,79.18,98.06
2025-05-04 18,,,91.53,,,,,
2025-05-04 19,152.39,124.50,94.00,4.35,62.98,120.71,72.88,116.62
2025-05-04 20,,128.72,96.84,4.98,59.96,125.69,70.65,116.24
2025-05-04 21,158.66,134.89,96.89,6.96,,,72.48,
2025-05-04 22,176.73,138.49,91.69,,55.51,130.10,73.20,129.39
2025-05-04 23,175.51,141.49,80.97,7.62,51.04,130.01,71.75,129.78
2025-05-05 00,178.60,143.25,70.48,8.73,45.82,133.47,,128.09
2025-05-05 01,172.86,137.80,66.90,8.09,,131.26,62.38,127.74
2025-05-05 02,165.23,128.22,62.93,7.73,42.94,126.46,56.97,122.22
2025-05-05 03,163.76,127.59,59.49,,45.72,122.30,57.53,116.52
2025-05-05 04,150.74,122.64,58.17,7.57,,117.84,52.19,112.96
2025-05-05 05,129.10,113.02,54.92,6.99,38.69,95.75,,95.97
2025-05-05 06,115.99,,,5.49,36.86,,63.09,82.66
2025-05-05 07,,116.42,54.80,5.32,,83.19,78.83,78.99
2025-05-05 08,113.32,123.45,68.15,,47.18,91.59,84.80,
2025-05-05 09,125.07,133.25,86.36,5.54,52.14,97.97,88.93,79.40
2025-05-05 10,,133.86,97.58,5.24,56.71,109.16,98.41,81.64
2025-05-05 11,126.51,137.73,95.25,,,112.72,,
2025-05-05 12,140.94,140.86,94.56,5.16,59.89,119.45,96.48,95.19
2025-05-05 13,159.95,155.12,88.25,,,,87.40,122.58
2025-05-05 14,194.49,165.67,91.20,7.75,63.02,146.67,91.83,150.04
2025-05-05 15,199.37,163.47,,7.72,,144.25,,150.93
2025-05-05 16,172.40,140.57,96.89,5.55,65.82,127.30,92.58,126.58
2025-05-05 17,147.32,116.36,,5.51,62.43,115.07,79.37,100.59
2025-05-05 18,,,92.85,,,,,
2025-05-05 19,157.87,130.04,102.10,6.06,63.72,126.38,81.02,121.12
2025-05-05 20,160.03,132.81,101.22,5.99,62.02,125.38,79.72,121.25
2025-05-05 21,165.68,136.32,95.54,,60.69,,,126.01
2025-05-05 22,173.66,139.53,90.49,6.69,57.86,130.90,76.64,138.02
2025-05-05 23,177.96,148.12,80.38,8.13,54.00,131.99,70.84,134.62
2025-05-06 00,178.35,144.83,73.00,8.22,51.15,133.57,66.81,132.43
2025-05-06 01,174.78,137.38,68.34,8.23,50.71,136.03,62.81,127.50
2025-05-06 02,169.11,136.43,64.43,8.23,47.26,129.39,60.84,124.52
2025-05-06 03,161.70,130.87,,7.46,,123.29,,117.25
2025-05-06 04,153.59,122.00,61.00,,45.73,117.28,58.32,112.89
2025-05-06 05,133.67,114.03,54.54,7.49,47.23,101.37,,97.71
2025-05-06 06,120.30,,,,44.78,85.97,69.69,83.63
2025-05-06 07,,119.51,56.43,5.60,,,82.09,81.02
2025-05-06 08,117.37,128.25,67.56,4.44,50.48,88.35,87.56,
2025-05-06 09,120.58,134.13,97.93,5.33,51.43,99.95,97.87,85.30
2025-05-06 10,124.74,134.40,,4.44,58.74,106.22,96.42,
2025-05-06 11,,,100.10,,,108.83,99.85,87.03
2025-05-06 12,140.57,141.82,94.03,5.99,59.37,118.25,97.84,103.95
2025-05-06 13,175.79,161.55,,6.93,,,,130.84
2025-05-06 14,203.06,166.91,93.99,8.20,62.24,148.75,98.22,150.49
2025-05-06 15,201.98,158.37,94.02,7.25,63.03,143.96,95.06,158.08
2025-05-06 16,171.25,139.08,90.37,6.64,64.56,128.41,91.73,129.41
2025-05-06 17,145.51,120.03,97.09,4.29,60.82,113.81,77.23,100.24
2025-05-06 18,,,,,63.40,,,
2025-05-06 19,161.49,132.38,99.95,5.24,,119.02,77.96,117.75
2025-05-06 20,,133.70,98.87,,64.31,127.07,74.24,121.16
2025-05-06 21,160.88,,100.13,5.80,,131.78,73.44,124.14
2025-05-06 22,174.57,138.99,88.49,7.68,58.73,133.29,,140.26
2025-05-06 23,179.38,146.21,82.69,6.91,57.50,131.02,71.02,135.68
2025-05-07 00,,141.42,69.76,7.63,48.02,,69.51,
2025-05-07 01,176.29,142.43,67.18,8.16,,135.15,64.29,136.13
2025-05-07 02,167.56,141.69,65.16,8.01,46.80,131.72,,127.04
2025-05-07 03,161.93,132.53,62.93,,46.03,127.56,63.44,
2025-05-07 04,155.43,125.92,59.58,7.94,38.76,120.46,59.81,121.65
2025-05-07 05,136.76,114.76,54.89,7.32,39.61,98.21,,100.30
2025-05-07 06,118.39,,,6.15,,87.41,68.56,
2025-05-07 07,,122.41,57.98,5.64,38.86,,83.25,83.40
2025-05-07 08,124.05,125.91,69.66,,43.26,93.07,89.78,84.51
2025-05-07 09,,130.41,90.18,5.42,52.72,103.06,91.94,88.47
2025-05-07 10,140.31,135.75,98.49,4.95,56.53,105.31,99.51,88.42
2025-05-07 11,,,95.67,,,105.25,,
2025-05-07 12,152.66,142.21,102.56,4.91,54.55,120.28,101.94,99.31
2025-05-07 13,180.30,153.32,,6.75,60.59,,,129.37
2025-05-07 14,202.45,160.74,99.14,8.56,62.07,143.53,92.90,143.15
2025-05-07 15,199.94,155.63,,7.16,,139.39,97.96,149.65
2025-05-07 16,169.72,141.61,102.48,6.49,62.40,128.78,89.30,128.63
2025-05-07 17,146.97,122.86,96.13,4.76,64.62,113.52,78.84,97.02
2025-05-07 18,,,,,59.71,,68.32,
2025-05-07 19,151.31,127.12,96.01,4.25,59.11,109.55,,114.97
2025-05-07 20,,126.32,99.89,5.29,54.85,115.54,73.32,
2025-05-07 21,158.90,,91.25,6.87,53.94,,,114.82
2025-05-07 22,166.62,129.15,87.48,,51.37,117.06,67.22,127.46
2025-05-07 23,168.80,134.58,80.61,5.87,43.49,121.92,69.89,128.27
2025-05-08 00,164.86,133.07,68.18,7.12,41.37,123.17,60.53,
2025-05-08 01,162.49,133.72,65.58,7.85,36.33,123.73,56.79,125.98
2025-05-08 02,155.13,124.90,62.52,7.31,,120.18,54.22,116.53
2025-05-08 03,147.41,121.38,58.33,7.06,35.80,113.82,53.72,111.86
2025-05-08 04,139.27,116.21,58.08,6.78,35.04,110.26,52.12,109.18
2025-05-08 05,126.04,106.23,53.48,6.34,31.23,91.85,,89.58
2025-05-08 06,,,,5.65,,,57.67,77.57
2025-05-08 07,115.93,108.74,51.55,5.11,34.31,80.72,72.32,78.04
2025-05-08 08,121.18,114.22,68.56,4.83,45.92,80.63,80.29,78.65
2025-05-08 09,,116.86,83.72,4.70,47.23,85.65,83.85,
2025-05-08 10,119.48,,94.30,4.44,50.25,93.01,87.23,78.05
2025-05-08 11,,115.87,,5.01,,96.52,85.17,78.31
2025-05-08 12,126.05,124.03,93.40,5.70,55.96,,79.62,87.06
2025-05-08 13,153.59,147.54,84.14,,56.90,99.75,,112.40
2025-05-08 14,179.23,143.91,,6.61,57.06,123.15,86.25,129.45
2025-05-08 15,175.89,143.85,81.30,6.20,60.15,129.03,85.70,140.59
2025-05-08 16,151.12,128.35,87.10,6.11,58.46,110.23,77.52,115.87
2025-05-08 17,126.80,111.42,84.41,4.57,58.54,99.16,67.15,92.36
2025-05-08 18,,,,,,,,
2025-05-08 19,138.07,120.43,96.49,4.51,61.13,113.44,68.47,111.42
2025-05-08 20,,123.20,95.54,4.78,60.43,,71.66,
2025-05-08 21,143.22,,,,,111.76,69.45,105.53
2025-05-08 22,147.93,121.59,91.22,5.29,60.16,115.40,69.86,121.69
2025-05-08 23,160.83,128.43,83.47,6.36,57.66,,67.14,128.82
2025-05-09 00,165.27,137.03,75.57,7.88,27.34,123.59,65.89,131.12
2025-05-09 01,171.39,140.41,70.64,7.44,,128.00,61.56,129.06
2025-05-09 02,166.24,,67.02,8.01,26.35,124.40,,124.43
2025-05-09 03,161.49,132.08,65.80,,30.81,123.87,59.74,121.95
2025-05-09 04,158.58,125.64,63.55,7.53,31.52,117.76,54.93,113.57
2025-05-09 05,140.28,116.55,57.45,6.68,28.98,101.18,51.81,101.80
2025-05-09 06,,,,6.71,29.40,97.50,,
2025-05-09 07,135.53,115.42,57.34,6.31,,,52.78,103.16
2025-05-09 08,134.18,,67.59,5.86,44.62,94.49,56.46,106.28
2025-05-09 09,,118.04,82.69,5.20,51.97,,61.86,
2025-05-09 10,138.58,,87.95,,,94.78,60.73,100.23
2025-05-09 11,,111.89,87.89,4.82,51.10,94.69,53.85,101.27
2025-05-09 12,134.89,,,5.54,53.37,,,
2025-05-09 13,154.14,122.49,84.03,6.94,,104.77,56.59,120.41
2025-05-09 14,168.16,133.13,,,56.06,126.39,66.37,134.13
2025-05-09 15,179.70,137.85,85.32,6.52,,124.97,66.07,134.73
2025-05-09 16,152.19,122.35,94.76,4.09,58.79,108.29,63.80,106.54
2025-05-09 17,122.76,103.14,85.92,,56.27,94.27,63.47,80.04
2025-05-09 18,,,,3.57,58.68,,,
2025-05-09 19,131.99,115.64,99.33,4.53,,107.20,64.56,98.22
2025-05-09 20,142.05,114.70,93.28,4.32,56.37,102.53,68.21,
2025-05-09 21,,115.99,,4.94,55.51,,,104.83
2025-05-09 22,150.08,119.90,90.34,,54.95,109.00,67.77,
2025-05-09 23,163.39,130.71,78.53,5.57,52.60,110.25,66.37,118.31
2025-05-10 00,172.73,135.66,73.04,8.36,33.40,121.66,67.25,127.74
2025-05-10 01,168.46,134.74,69.48,8.23,,124.93,62.38,
2025-05-10 02,163.73,130.01,65.74,7.72,33.59,123.56,,125.40
2025-05-10 03,159.16,,63.47,7.65,34.22,120.09,59.45,116.11
2025-05-10 04,149.70,126.07,61.09,7.40,36.89,111.41,56.47,110.26
2025-05-10 05,133.32,114.44,54.92,6.45,32.80,96.52,49.21,97.23
2025-05-10 06,128.98,,,6.02,,88.19,,94.94
2025-05-10 07,131.42,119.02,55.27,6.02,35.49,,49.56,97.24
2025-05-10 08,130.90,,70.40,5.65,51.45,89.53,62.77,96.48
2025-05-10 09,,118.83,94.08,6.01,60.44,96.10,65.33,97.06
2025-05-10 10,138.32,118.94,94.27,,60.31,97.18,74.84,
2025-05-10 11,,,,5.76,,100.29,,99.77
2025-05-10 12,144.20,123.43,93.91,,61.85,110.15,72.48,107.83
2025-05-10 13,154.93,129.20,86.55,6.37,,,71.75,118.74
2025-05-10 14,169.21,136.94,,6.04,60.50,121.91,70.45,129.47
2025-05-10 15,170.00,140.21,85.76,5.84,,129.25,69.70,137.28
2025-05-10 16,142.83,116.68,89.89,,65.89,105.47,,103.04
2025-05-10 17,122.32,101.52,83.28,4.13,61.06,96.64,66.93,83.89
2025-05-10 18,,,,3.62,,,63.99,
2025-05-10 19,147.71,119.33,91.12,4.39,63.71,110.89,67.85,105.56
2025-05-10 20,,,93.65,,,114.50,71.58,107.33
2025-05-10 21,150.04,125.91,91.51,5.24,61.38,114.70,71.03,109.66
2025-05-10 22,157.58,,84.07,6.08,56.69,119.42,,120.94
2025-05-10 23,164.39,130.10,77.77,,51.52,,72.83,125.15
2025-05-11 00,164.99,126.64,69.99,7.03,37.84,124.72,62.70,
2025-05-11 01,160.49,,63.90,7.38,,120.97,57.72,122.79
2025-05-11 02,158.17,124.77,62.38,7.75,36.17,119.84,55.62,114.92
2025-05-11 03,154.94,,59.36,7.47,,118.13,56.11,
2025-05-11 04,147.81,120.40,59.47,6.69,39.11,112.75,53.64,117.44
2025-05-11 05,128.85,110.20,54.13,,35.70,96.30,,93.42
2025-05-11 06,,,,6.64,37.19,83.76,64.37,79.47
2025-05-11 07,112.04,114.03,51.54,6.84,,,75.57,
2025-05-11 08,,116.09,65.83,,50.00,85.29,83.29,80.73
2025-05-11 09,118.20,122.19,86.30,5.86,56.09,94.97,87.41,78.61
2025-05-11 10,118.06,118.96,91.59,5.76,54.90,97.83,90.62,
2025-05-11 11,117.97,,,,55.18,99.17,90.77,80.41
2025-05-11 12,129.25,129.32,94.44,5.96,57.16,103.29,89.07,91.13
2025-05-11 13,159.07,151.73,,6.42,,112.96,,121.82
2025-05-11 14,182.12,145.05,87.07,7.16,56.91,134.39,86.96,135.47
2025-05-11 15,175.58,138.56,,7.71,58.52,126.55,84.83,139.93
2025-05-11 16,158.90,118.44,93.46,5.60,59.87,116.97,76.22,110.95
2025-05-11 17,134.27,103.93,82.53,4.61,,99.32,73.74,86.94
2025-05-11 18,,,,,61.35,,,
2025-05-11 19,149.08,121.75,92.30,5.57,,114.66,68.86,109.08
2025-05-11 20,150.74,124.60,87.69,,59.06,118.36,66.33,115.49
2025-05-11 21,158.14,,87.45,5.90,59.05,114.32,,
2025-05-11 22,,128.15,84.45,6.20,59.26,121.91,68.06,128.37
2025-05-11 23,165.84,130.68,71.81,6.61,53.13,,70.40,127.62
2025-05-12 00,162.84,130.43,67.49,8.17,,131.64,62.30,121.76
2025-05-12 01,157.23,127.59,64.43,8.53,32.36,123.15,59.71,117.82
2025-05-12 02,153.02,122.49,60.43,7.82,36.51,,,113.49
2025-05-12 03,149.13,,58.16,,35.41,120.61,56.88,
2025-05-12 04,142.62,121.85,55.74,7.60,31.55,110.00,52.94,111.96
2025-05-12 05,121.98,108.15,51.75,7.09,,93.39,,93.71
2025-05-12 06,,,,5.46,29.71,82.43,61.66,79.50
2025-05-12 07,110.78,108.70,50.98,,31.76,,76.69,76.39
2025-05-12 08,121.10,111.20,70.29,5.92,52.44,88.38,82.28,
2025-05-12 09,,120.94,81.96,,55.49,93.89,88.48,78.05
2025-05-12 10,125.06,,96.41,5.90,56.81,100.48,88.98,
2025-05-12 11,,126.79,87.03,5.49,,,91.18,80.35
2025-05-12 12,136.13,135.97,90.06,,56.00,109.98,89.01,93.49
2025-05-12 13,160.88,144.00,,6.28,55.92,,,121.10
2025-05-12 14,187.45,154.20,88.03,8.12,,134.23,86.28,139.53
2025-05-12 15,182.50,137.77,82.90,7.34,63.17,137.28,88.70,138.64
2025-05-12 16,154.28,122.85,86.88,5.13,61.89,120.85,77.90,113.84
2025-05-12 17,135.18,107.08,86.15,4.22,,103.82,71.22,92.13
2025-05-12 18,,,,,63.28,,,
2025-05-12 19,150.86,122.00,94.38,4.54,,109.75,68.63,107.14
2025-05-12 20,,122.69,,5.02,62.20,114.06,68.25,117.62
2025-05-12 21,156.52,,96.64,5.89,61.83,118.80,,
2025-05-12 22,168.57,129.12,84.98,,60.12,124.33,75.41,130.84
2025-05-12 23,,137.96,75.54,6.56,56.24,127.48,70.23,129.80
2025-05-13 00,173.40,137.89,71.74,8.13,32.13,134.21,64.82,128.34
2025-05-13 01,162.88,128.49,67.87,7.76,,127.59,61.01,122.45
2025-05-13 02,158.53,126.22,62.05,,33.91,127.81,,118.38
2025-05-13 03,158.49,122.29,58.92,7.49,35.60,121.87,57.16,114.88
2025-05-13 04,147.95,114.72,58.89,7.54,37.60,112.39,53.19,110.47
2025-05-13 05,127.45,,52.21,6.26,,93.36,,93.97
2025-05-13 06,118.31,109.30,,,35.14,,62.57,79.49
2025-05-13 07,115.43,111.33,51.05,5.13,,80.31,74.42,
2025-05-13 08,,118.96,74.02,,50.66,86.03,85.30,79.05
2025-05-13 09,121.28,121.13,90.43,5.05,59.46,96.71,,81.32
2025-05-13 10,123.26,121.76,,4.67,,102.67,88.45,
2025-05-13 11,,122.30,87.76,5.11,62.04,,92.04,83.44
2025-05-13 12,136.05,130.61,90.52,,,108.39,91.82,96.02
2025-05-13 13,162.56,158.55,91.85,5.07,58.80,114.22,,121.38
2025-05-13 14,188.43,152.63,82.21,7.72,60.28,140.41,88.60,139.96
2025-05-13 15,184.40,142.15,,6.97,59.11,137.69,91.31,141.99
2025-05-13 16,156.32,125.69,88.67,5.52,61.23,118.11,80.69,116.61
2025-05-13 17,139.09,106.72,85.49,,62.04,106.04,74.33,94.78
2025-05-13 18,,,,3.84,,,63.47,
2025-05-13 19,151.63,120.74,90.28,4.00,59.47,109.60,68.12,108.11
2025-05-13 20,,,91.47,4.42,61.00,111.83,,112.87
2025-05-13 21,157.96,121.07,88.52,6.28,60.25,113.72,67.82,113.43
2025-05-13 22,160.16,126.01,87.38,6.43,50.48,,66.46,122.16
2025-05-13 23,164.73,133.01,76.72,,48.43,119.24,72.19,129.91
2025-05-14 00,174.12,133.76,69.29,8.23,34.43,128.44,,
2025-05-14 01,167.32,130.67,68.24,8.07,,130.71,68.88,127.93
2025-05-14 02,160.68,128.96,62.96,7.62,36.04,129.31,59.33,126.04
2025-05-14 03,155.46,126.42,59.30,7.32,33.18,121.91,58.67,117.81
2025-05-14 04,141.30,118.58,58.77,7.56,34.41,112.15,56.11,109.25
2025-05-14 05,124.85,108.37,51.10,6.24,,92.49,,91.56
2025-05-14 06,115.40,,,,31.39,82.36,62.84,77.04
2025-05-14 07,,112.75,50.07,5.60,34.29,,74.87,
2025-05-14 08,118.13,125.79,69.19,5.29,54.42,85.84,83.88,81.20
2025-05-14 09,125.19,,85.70,5.52,54.83,91.79,95.13,83.12
2025-05-14 10,134.16,126.51,96.30,4.91,55.94,100.14,92.68,82.94
2025-05-14 11,,132.75,94.18,,63.01,104.46,,86.58
2025-05-14 12,145.80,138.02,91.47,5.13,61.72,115.79,92.55,94.12
2025-05-14 13,170.00,160.25,,5.82,,,,127.12
2025-05-14 14,190.03,,87.64,7.90,60.12,138.39,93.31,146.02
2025-05-14 15,196.96,160.95,91.51,7.09,64.24,144.56,90.77,151.73
2025-05-14 16,164.13,141.17,95.70,5.61,62.05,124.99,83.95,128.34
2025-05-14 17,142.86,118.88,90.46,4.66,60.38,109.72,79.10,101.72
2025-05-14 18,,,,,,,,
2025-05-14 19,146.72,124.81,93.83,5.26,62.68,112.74,69.20,117.54
2025-05-14 20,157.11,125.59,92.33,,58.63,121.19,66.18,
2025-05-14 21,,,,5.22,,,,116.78
2025-05-14 22,162.38,130.16,90.65,6.27,59.43,118.72,68.84,124.08
2025-05-14 23,171.23,141.48,74.53,,55.61,127.71,,131.90
2025-05-15 00,174.41,140.65,71.74,7.72,33.82,134.55,68.94,128.78
2025-05-15 01,167.79,135.84,66.48,,33.02,128.56,62.36,124.84
2025-05-15 02,,,,7.57,,,,122.07
2025-05-15 03,163.23,132.21,63.02,7.78,38.29,124.25,60.73,
2025-05-15 04,153.81,125.88,58.67,7.75,34.86,116.24,54.93,120.94
2025-05-15 05,135.65,119.49,55.48,6.67,,98.75,,98.10
2025-05-15 06,121.29,,,5.33,29.08,88.07,68.24,86.00
2025-05-15 07,,120.55,54.68,,32.14,,82.44,
2025-05-15 08,125.62,128.72,70.53,6.05,50.42,88.86,88.45,89.08
2025-05-15 09,130.42,135.40,91.48,5.20,56.31,97.65,96.30,85.90
2025-05-15 10,131.96,,97.69,,55.92,107.33,,
2025-05-15 11,,133.00,99.54,6.08,,108.58,94.50,89.04
2025-05-15 12,148.48,146.59,100.45,,59.23,120.84,94.76,107.86
2025-05-15 13,175.93,163.78,101.11,7.63,,,,133.51
2025-05-15 14,194.00,,,8.70,57.67,149.41,87.10,153.99
2025-05-15 15,202.99,159.26,90.87,6.83,59.39,145.86,93.84,161.08
2025-05-15 16,174.12,144.75,95.23,5.84,60.18,129.29,81.46,133.47
2025-05-15 17,151.49,123.56,99.45,4.31,56.88,112.71,74.67,101.06
2025-05-15 18,,,,,57.34,,,
2025-05-15 19,148.28,134.45,106.86,5.14,56.22,118.39,68.89,115.14
2025-05-15 20,,133.45,,,56.38,122.03,67.15,110.19
2025-05-15 21,153.92,129.38,99.20,5.17,55.14,,,
2025-05-15 22,,,92.89,7.40,54.60,116.65,68.70,112.09
2025-05-15 23,172.20,142.07,83.98,7.02,52.37,122.25,67.46,127.15
2025-05-16 00,176.95,,76.26,7.87,39.76,130.52,66.90,134.39
2025-05-16 01,178.47,145.66,,8.54,,134.54,65.44,137.23
2025-05-16 02,171.55,,73.71,8.44,39.14,130.73,64.25,137.31
2025-05-16 03,169.03,142.92,71.28,,40.27,128.75,,
2025-05-16 04,159.85,133.72,69.66,8.35,34.56,125.66,62.67,131.58
2025-05-16 05,148.73,,61.38,7.05,34.79,103.93,57.80,
2025-05-16 06,,126.39,,7.66,,,,108.34
2025-05-16 07,144.78,128.72,64.00,7.35,34.70,99.45,58.08,110.70
2025-05-16 08,,132.16,78.31,,54.07,100.54,64.73,121.35
2025-05-16 09,148.50,132.78,97.14,6.81,59.96,,72.23,116.81
2025-05-16 10,154.53,,98.54,6.15,58.92,107.51,,
2025-05-16 11,,132.02,96.58,6.14,,106.84,69.41,114.44
2025-05-16 12,153.05,,,,58.46,,,
2025-05-16 13,183.04,146.24,96.54,7.08,59.04,124.59,67.41,130.24
2025-05-16 14,192.80,154.96,,,61.82,144.06,71.74,145.29
2025-05-16 15,202.29,157.62,95.98,7.13,64.35,147.97,74.48,156.41
2025-05-16 16,174.15,140.29,103.50,5.64,63.27,133.54,75.78,130.43
2025-05-16 17,147.34,120.43,97.34,5.35,59.27,116.64,73.42,97.03
2025-05-16 18,,,,,,,,
2025-05-16 19,167.99,134.43,110.79,6.36,60.16,127.34,74.04,119.15
2025-05-16 20,159.86,133.44,101.52,,64.85,,75.84,
2025-05-16 21,,,101.49,5.99,62.46,118.00,70.20,110.63
2025-05-16 22,175.30,131.31,98.28,,57.29,125.45,70.99,117.16
2025-05-16 23,,137.19,86.81,6.64,52.49,,70.45,126.92
2025-05-17 00,187.07,150.86,79.24,7.73,29.44,137.50,69.10,137.23
2025-05-17 01,181.09,150.01,75.62,8.41,29.12,,66.80,136.65
2025-05-17 02,174.59,143.75,72.64,,,137.80,63.08,131.67
2025-05-17 03,175.74,139.74,67.52,8.95,32.96,133.41,61.41,
2025-05-17 04,164.79,137.96,66.96,8.28,,122.54,59.97,130.30
2025-05-17 05,149.01,123.87,62.60,8.25,30.41,104.26,54.46,108.58
2025-05-17 06,,,,7.16,28.99,,,
2025-05-17 07,143.31,129.01,62.36,,,96.96,58.60,107.32
2025-05-17 08,160.99,132.41,78.21,6.21,44.21,104.86,61.35,114.36
2025-05-17 09,163.29,138.37,102.67,7.51,55.37,112.52,74.42,115.01
2025-05-17 10,164.19,135.96,102.54,7.38,53.22,,,
2025-05-17 11,157.46,,,,,114.39,73.86,111.71
2025-05-17 12,171.85,140.29,104.11,8.48,60.31,122.26,73.51,127.26
2025-05-17 13,188.75,151.21,101.81,7.08,,130.87,,135.53
2025-05-17 14,208.65,158.52,99.53,7.28,60.22,147.43,74.90,151.06
2025-05-17 15,210.36,160.23,,7.57,67.75,143.41,73.54,163.29
2025-05-17 16,179.89,137.38,105.81,,,129.54,71.47,130.89
2025-05-17 17,157.32,120.27,,5.20,67.33,113.19,66.67,104.40
2025-05-17 18,,,98.05,,,,,
2025-05-17 19,182.42,146.04,112.01,5.84,68.07,132.47,70.67,132.10
2025-05-17 20,,146.27,109.21,5.92,63.78,,75.74,133.03
2025-05-17 21,180.56,144.63,102.92,6.93,61.99,128.16,,131.67
2025-05-17 22,182.25,,100.86,7.08,59.67,137.77,77.99,137.31
2025-05-17 23,184.84,146.65,91.31,8.48,59.30,144.67,72.22,141.88
2025-05-18 00,175.14,142.53,77.26,,34.09,140.41,65.04,
2025-05-18 01,169.80,138.33,75.09,8.69,31.30,134.40,61.09,134.16
2025-05-18 02,162.62,131.50,68.24,8.07,,130.00,55.42,122.29
2025-05-18 03,159.26,127.58,64.28,,34.82,126.70,,
2025-05-18 04,150.66,124.34,61.63,8.09,,119.99,56.00,118.32
2025-05-18 05,135.64,,55.99,6.75,29.09,102.81,,98.90
2025-05-18 06,132.00,116.52,,5.68,34.25,92.95,71.79,
2025-05-18 07,127.12,125.29,61.60,5.73,,,83.34,92.48
2025-05-18 08,,129.45,74.39,4.82,51.51,97.27,92.14,
2025-05-18 09,131.62,133.55,92.17,,,,,92.70
2025-05-18 10,138.43,130.83,98.65,4.76,50.07,105.78,93.49,89.74
2025-05-18 11,,140.28,,,53.63,112.81,93.30,
2025-05-18 12,167.94,151.92,100.05,5.36,51.89,120.88,,116.24
2025-05-18 13,182.91,164.65,,6.52,,,93.86,135.66
2025-05-18 14,202.23,160.52,93.93,8.45,54.67,147.00,87.28,144.50
2025-05-18 15,202.16,149.67,,7.87,,141.69,78.28,148.15
2025-05-18 16,170.13,130.77,91.63,6.59,58.30,128.21,74.78,124.84
2025-05-18 17,146.55,118.33,90.84,5.79,56.27,109.38,69.86,99.23
2025-05-18 18,,,,,58.54,,,
2025-05-18 19,157.52,132.46,99.45,6.45,,123.21,67.11,111.02
2025-05-18 20,,,96.55,5.86,61.06,,72.73,117.25
2025-05-18 21,158.00,130.87,97.09,7.16,58.52,125.60,71.38,118.79
2025-05-18 22,166.41,132.16,91.91,,,133.10,74.45,135.74
2025-05-18 23,174.60,141.92,82.93,7.82,55.77,138.92,72.44,
2025-05-19 00,,142.73,76.12,,,139.46,64.16,135.90
2025-05-19 01,176.23,137.70,72.34,8.79,37.56,134.01,63.17,132.81
2025-05-19 02,166.35,,65.79,,37.55,129.54,,125.00
2025-05-19 03,161.83,128.33,61.94,7.85,,128.63,57.10,120.15
2025-05-19 04,152.07,122.33,60.30,7.81,38.10,120.74,53.03,115.40
2025-05-19 05,133.53,120.39,55.05,,36.96,102.09,,101.06
2025-05-19 06,125.95,,,6.71,35.03,88.79,65.70,92.07
2025-05-19 07,,126.22,59.28,5.41,,,77.98,
2025-05-19 08,131.91,,81.13,,54.11,92.82,87.13,91.25
